team,nationality,position,age,potential,name
Atlético Mineiro ,Brazil,Portero,28,Bueno,Freder Cabral
Centro Sportivo Alagoano ,Brazil,Portero,28,Bueno,Jaim Abra
Football Club de Metz ,France,Lateral Derecho,24,Bueno,Fabien Centonze
Sporting CP ,Brazil,Medio Centro,25,Bueno,Eduardo Henrique
Brentford ,Denmark,Medio Centro,24,Bueno,Mathias Jensen
Dijon FCO ,Venezuela,Delantero Centro,25,Bueno,Jhonder Cádiz
Orlando Pirates ,South Africa,Medio Centro Ofensivo|Extremo Derecho|Extremo Izquierdo,27,Bueno,Thembinkosi Lorch
Çaykur Rizespor ,Nigeria,Medio Derecho|Medio Izquierdo,25,Bueno,Aminu Umar
RCD Mallorca ,Spain,Defensa Central,28,Bueno,Raillo
CD Tondela ,Venezuela,Delantero Centro|Extremo Derecho,24,Bueno,Jhon Murillo
Free Agents ,Egypt,Portero,31,Bueno,Mohamed El Shenawy
FC Utrecht ,Netherlands,Medio Centro|Medio Centro Ofensivo|Extremo Izquierdo,24,Bueno,Bart Ramselaar
Boca Juniors ,Argentina,Delantero Centro|Media Punta,25,Bueno,Franco Soldano
SV Zulte Waregem ,Canada,Delantero Centro,25,Bueno,Cyle Larin
Rosario Central ,Argentina,Lateral Derecho|Defensa Central,30,Bueno,Joaquín Laso
Elche CF ,Spain,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,27,Bueno,Pere Milla
Orlando City Soccer Club ,Peru,Portero,30,Bueno,Pedro Gallese
R. Sporting ,Brazil,Medio Derecho|Medio Izquierdo,25,Bueno,Murilo
Fortuna Düsseldorf ,Ghana,Defensa Central,25,Bueno,Kasim Adams Nuhu
1. FC Köln ,Netherlands,Lateral Derecho|Medio Derecho,25,Bueno,Kingsley Ehizibue
Athletic Club ,Spain,Lateral Derecho|Extremo Derecho|Extremo Izquierdo,27,Bueno,Lekue
Club América ,Colombia,Medio Izquierdo|Extremo Izquierdo,28,Bueno,Andrés Ibargüen
CA Osasuna ,Spain,Defensa Central,26,Bueno,David García
Rayo Vallecano ,Uruguay,Defensa Central,26,Bueno,Emiliano Velázquez
Millonarios FC ,Colombia,Medio Centro Defensivo,28,Bueno,Jhon Duque
Paris FC ,France,Medio Centro Defensivo|Medio Centro,24,Bueno,Vincent Koziello
Club Brugge KV ,South Africa,Delantero Centro|Extremo Derecho|Extremo Izquierdo,26,Bueno,Percy Tau
Sassuolo ,Italy,Defensa Central,28,Bueno,Gian Marco Ferrari
OGC Nice ,France,Medio Centro,23,Bueno,Arnaud Lusamba
Shanghai SIPG FC ,China PR,Portero,29,Bueno,Yan Junling
Racing Club ,Argentina,Lateral Derecho|Medio Derecho|Medio Centro,27,Bueno,Walter Montoya
Stade Brestois 29 ,Algeria,Medio Centro Defensivo|Medio Centro,26,Bueno,Haris Belkebla
D. Alavés ,Spain,Medio Izquierdo,26,Bueno,Luis Rioja
Bologna ,Italy,Defensa Central,26,Bueno,Mattia Bani
Stade de Reims ,Mali,Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Moussa Doumbia
Rosario Central ,Argentina,Lateral Derecho,30,Bueno,Damián Martínez
Olympiacos CFP ,Greece,Medio Centro Defensivo|Medio Centro,27,Bueno,Andreas Bouchalakis
Besiktas JK ,Turkey,Medio Centro Defensivo|Medio Centro,24,Bueno,Dorukhan Toköz
Málaga CF ,Morocco,Portero,31,Bueno,Munir
Al Hazem ,Brazil,Medio Derecho|Medio Izquierdo,29,Bueno,Jonathan Cafú
Defensa y Justicia ,Argentina,Medio Centro Defensivo|Medio Centro,32,Bueno,Nelson Acevedo
Defensa y Justicia ,Argentina,LB|Medio Centro Defensivo|Medio Centro,29,Bueno,Marcelo Benítez
Fenerbahçe SK ,Turkey,Lateral Derecho|Medio Centro Defensivo|Medio Centro,25,Bueno,Ozan Tufan
Amiens SC ,France,Medio Centro Defensivo|Medio Centro,23,Bueno,Alexis Blin
SD Ponferradina ,Spain,Medio Derecho|Medio Izquierdo,26,Bueno,Ivi
Kayserispor ,Ghana,Medio Centro|Medio Centro Ofensivo,25,Bueno,Bernard Mensah
R. Zaragoza ,Spain,Lateral Derecho,25,Bueno,Vigaray
Fortuna Düsseldorf ,Germany,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Erik Thommy
Leeds United ,Portugal,Medio Derecho|Medio Izquierdo|Extremo Derecho,26,Bueno,Hélder Costa
Free Agents ,Ivory Coast,Defensa Central,27,Bueno,Wilfried Kanon
Aalborg BK ,Sweden,Portero,27,Bueno,Jacob Rinne
Deportivo Binacional ,Colombia,Delantero Centro|Medio Izquierdo|Medio Centro Ofensivo,29,Bueno,Johan Arango
San Lorenzo de Almagro ,Argentina,Medio Centro Defensivo|Medio Centro,27,Bueno,Gerónimo Poblete
SL Benfica ,Serbia,Medio Derecho|Medio Izquierdo,24,Bueno,Andrija Zivkovic
Burnley ,England,Medio Centro Defensivo|Medio Centro,24,Bueno,Josh Brownhill
Genoa ,Italy,LB|Medio Izquierdo,25,Bueno,Antonio Barreca
Amiens SC ,South Africa,Medio Centro Defensivo|Medio Centro,27,Bueno,Bongani Zungu
Racing Club ,Argentina,Delantero Centro,31,Bueno,Jonatan Cristaldo
Independiente Medellín ,Colombia,Lateral Derecho|Medio Derecho,28,Bueno,Didier Delgado
Club Olimpia ,Paraguay,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,32,Bueno,Néstor Camacho
Club León ,Colombia,Lateral Derecho|Defensa Central,30,Bueno,Andrés Mosquera
Getafe CF ,Spain,LB|Defensa Central,28,Bueno,Chema Rodríguez
Free Agents ,Egypt,Delantero Centro|Medio Derecho|Medio Izquierdo,26,Bueno,Kahraba
Rosario Central ,Argentina,Portero,27,Bueno,Jeremías Ledesma
Free Agents ,Russia,Lateral Derecho,25,Bueno,Vyacheslav Karavaev
Damac FC ,Argentina,Defensa Central|Medio Centro Defensivo,31,Bueno,Sergio Vittor
SD Eibar ,Portugal,LB,25,Bueno,Rafa Soares
Montpellier Hérault SC ,Cameroon,LB|Carrilero Izquierdo|Extremo Izquierdo,29,Bueno,Ambroise Oyongo
D.C. United ,United States,Medio Derecho|Medio Centro Ofensivo|Extremo Derecho,25,Bueno,Paul Arriola
KV Kortrijk ,Belgium,Medio Centro Defensivo|Medio Centro,25,Bueno,Julien De Sart
Gil Vicente FC ,Brazil,Delantero Centro,29,Bueno,Sandro Lima
Arsenal de Sarandí ,Argentina,Delantero Centro|Medio Centro Ofensivo,25,Bueno,Juan Kaprof
Deportes Tolima ,Colombia,Delantero Centro|Medio Derecho|Extremo Derecho,29,Bueno,Anderson Plata
Preston North End ,Republic of Ireland,Medio Centro Defensivo|Medio Centro Ofensivo,25,Bueno,Alan Browne
Rayo Vallecano ,Spain,Medio Derecho|Medio Izquierdo,27,Bueno,Álvaro García
Yokohama F·Marinos ,Brazil,Delantero Centro|Medio Derecho|Extremo Izquierdo,26,Bueno,Erik
Club Olimpia ,Paraguay,Medio Centro Defensivo|Medio Centro,30,Bueno,Richard Ortiz
1. FC Heidenheim 1846 ,Germany,Defensa Central,25,Bueno,Patrick Mainka
San Lorenzo de Almagro ,Argentina,Portero,31,Bueno,Fernando Monetti
FC Nantes ,Belgium,Delantero Centro,28,Bueno,Renaud Emond
Reading ,United States,Defensa Central,25,Bueno,Matt Miazga
1. FC Nürnberg ,Germany,Portero,28,Bueno,Christian Mathenia
Club Atlético Lanús ,Argentina,Lateral Derecho|Medio Derecho|Extremo Derecho,29,Bueno,Carlos Auzqui
Arsenal de Sarandí ,Argentina,Medio Centro,27,Bueno,Gastón Álvarez Suarez
River Plate ,Argentina,LB|Carrilero Izquierdo|Extremo Izquierdo,26,Bueno,Fabrizio Angileri
Colón de Santa Fe ,Argentina,Medio Centro Defensivo,30,Bueno,Federico Lértora
Colón de Santa Fe ,Argentina,Medio Derecho|Medio Centro,28,Bueno,Fernando Zuqui
Colo-Colo ,Argentina,Defensa Central,29,Bueno,Matías Zaldivia
Atlético Nacional ,Argentina,Defensa Central,33,Bueno,Diego Braghieri
Universidad Católica ,Argentina,Medio Derecho|Medio Izquierdo,33,Bueno,Gastón Lezcano
Rosario Central ,Argentina,Lateral Derecho|LB|Defensa Central,28,Bueno,Emanuel Brítez
Defensa y Justicia ,Argentina,Delantero Centro|Media Punta|Extremo Izquierdo,26,Bueno,Francisco Pizzini
Deportivo Toluca ,Argentina,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,31,Bueno,Federico Mancuello
Boca Juniors ,Argentina,LB,31,Bueno,Emmanuel Mas
Piast Gliwice ,Poland,Defensa Central,28,Bueno,Jakub Czerwinski
Club Atlético Huracán ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro,27,Bueno,Rodrigo Gómez
Club Atlético Banfield ,Colombia,Medio Derecho|Medio Izquierdo,28,Bueno,Reinaldo Lenis
Junior FC ,Colombia,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,30,Bueno,Sherman Cárdenas
Colo-Colo ,Chile,Lateral Derecho|Defensa Central,26,Bueno,Felipe Campos
Deportes Tolima ,Colombia,LB,30,Bueno,Danovis Banguero
Al Shabab ,Colombia,Delantero Centro|Medio Derecho|Medio Izquierdo,31,Bueno,Danilo Moreno Asprilla
R. Zaragoza ,Colombia,Medio Centro Defensivo|Medio Centro,30,Bueno,Daniel Torres
Club Necaxa ,Chile,Defensa Central|Medio Centro Defensivo|Medio Centro,26,Bueno,Claudio Baeza
Free Agents ,Chile,Medio Centro Defensivo|Medio Centro,30,Bueno,Esteban Pavez
Millonarios FC ,Colombia,Delantero Centro|Medio Derecho,31,Bueno,Ayron del Valle
Club Libertad ,Colombia,Lateral Derecho|Defensa Central,33,Bueno,Daniel Bocanegra
Club León ,Colombia,LB|Defensa Central,30,Bueno,William Tesillo
América de Cali ,Colombia,Delantero Centro|Medio Izquierdo,29,Bueno,Juan Pérez
Club Olimpia ,Colombia,Lateral Derecho,33,Bueno,Sergio Otálvaro
1. FC Heidenheim 1846 ,Germany,Delantero Centro,24,Bueno,Tim Kleindienst
Atlético Nacional ,Colombia,Medio Derecho,28,Bueno,Yerson Candelo
Santa Clara ,Portugal,Defensa Central,26,Bueno,Fábio Cardoso
Stade Brestois 29 ,Cameroon,Defensa Central,25,Bueno,Jean-Charles Castelletto
CD Everton de Viña del Mar ,Chile,LB|Defensa Central,33,Bueno,Cristián Suárez
Udinese ,Sweden,Medio Derecho|Medio Izquierdo,26,Bueno,Ken Sema
Al Fayha ,Portugal,Medio Derecho|Extremo Derecho,30,Bueno,Arsénio
En Avant Guingamp ,South Africa,Medio Centro Defensivo|Medio Centro,25,Bueno,Lebogang Phiri
Malmö FF ,Comoros,Medio Centro Defensivo|Medio Centro,30,Bueno,Fouad Bachirou
PAOK ,England,Delantero Centro,24,Bueno,Chuba Akpom
1. FSV Mainz 05 ,Germany,Medio Derecho|Medio Centro|Extremo Derecho,24,Bueno,Levin Öztunali
Feyenoord ,Netherlands,Defensa Central,26,Bueno,Sven van Beek
Levante UD ,Costa Rica,Defensa Central,31,Bueno,Óscar Duarte
Monarcas Morelia ,Venezuela,Delantero Centro,28,Bueno,Fernando Aristeguieta
Nottingham Forest ,Portugal,Medio Centro|Medio Centro Ofensivo,27,Bueno,Tiago Silva
AS Saint-Étienne ,France,Delantero Centro|Medio Izquierdo,27,Bueno,Loïs Diony
Vitesse ,Netherlands,Medio Centro|Medio Centro Ofensivo,23,Bueno,Riechedly Bazoer
FC Midtjylland ,Denmark,Defensa Central,27,Bueno,Alexander Scholz
Fortuna Düsseldorf ,Turkey,Delantero Centro|Medio Izquierdo,26,Bueno,Kenan Karaman
Melbourne City ,Australia,Delantero Centro,27,Bueno,Jamie Maclaren
Hamburger SV ,Portugal,Portero,27,Bueno,Daniel Heuer Fernandes
Birmingham City ,France,Delantero Centro|Medio Derecho|Medio Izquierdo,27,Bueno,Jérémie Bela
FC Augsburg ,Germany,Delantero Centro|Medio Derecho,29,Bueno,André Hahn
Standard de Liège ,France,LB,25,Bueno,Nicolas Gavory
1. FC Köln ,Germany,LB|Defensa Central,30,Bueno,Rafael Czichos
1. FC Heidenheim 1846 ,Germany,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,34,Bueno,Marc Schnatterer
Dinamo Zagreb ,Poland,Medio Derecho|Extremo Derecho,28,Bueno,Damian Kadzior
Free Agents ,Russia,Defensa Central,31,Bueno,Andrey Semenov
Benevento ,Italy,LB|Defensa Central,26,Bueno,Federico Barba
Free Agents ,Egypt,Defensa Central,29,Bueno,Mahmoud Alaa
Amiens SC ,Senegal,Delantero Centro,27,Bueno,Moussa Konaté
Football Club de Metz ,Senegal,Extremo Derecho|Extremo Izquierdo,26,Bueno,Opa Nguette
Gazisehir Gaziantep Futbol Kulübü ,Romania,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,30,Bueno,Alexandru Maxim
Gazisehir Gaziantep Futbol Kulübü ,Nigeria,Delantero Centro,27,Bueno,Olarenwaju Kayode
Elche CF ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,31,Bueno,Víctor Rodríguez
Blackburn Rovers ,Republic of Ireland,Defensa Central,26,Bueno,Darragh Lenihan
SD Eibar ,Argentina,Lateral Derecho|Medio Derecho|Medio Izquierdo,32,Bueno,Pablo De Blasis
Gallos Blancos de Querétaro ,Argentina,Defensa Central,29,Bueno,Julián Velázquez
Brentford ,Denmark,Medio Centro Defensivo|Medio Centro,26,Bueno,Christian Nørgaard
West Bromwich Albion ,Egypt,Defensa Central,29,Bueno,Ahmed Hegazi
Al Hilal ,Saudi Arabia,Lateral Derecho|LB,28,Bueno,Yasser Al Shahrani
Hannover 96 ,Germany,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,24,Bueno,Marc Stendera
Feyenoord ,Portugal,Lateral Derecho|Defensa Central,26,Bueno,Edgar Ié
DSC Arminia Bielefeld ,Austria,Defensa Central|Medio Centro Defensivo|Medio Centro,28,Bueno,Manuel Prietl
Spartak Moscow ,Russia,Defensa Central,27,Bueno,Ilya Kutepov
Empoli ,Italy,Portero,28,Bueno,Alberto Brignoli
Lecce ,Italy,Medio Centro Ofensivo|Media Punta,28,Bueno,Filippo Falco
SK Rapid Wien ,Austria,Medio Derecho|Medio Centro|Medio Centro Ofensivo,25,Bueno,Thomas Murg
Girona FC ,Spain,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,29,Bueno,Jozabed
SK Rapid Wien ,Austria,Portero,27,Bueno,Richard Strebinger
Guadalajara ,Mexico,Medio Centro Defensivo|Medio Centro,32,Bueno,José Juan Vázquez
Sporting Kansas City ,Guinea Bissau,Extremo Derecho|Extremo Izquierdo,29,Bueno,Gerso
Nîmes Olympique ,France,Delantero Centro|Medio Izquierdo,27,Bueno,Renaud Ripart
Willem II ,Sweden,Defensa Central,28,Bueno,Sebastian Holmén
Sparta Praha ,Sweden,Medio Derecho|Medio Izquierdo,26,Bueno,David Moberg Karlsson
VfL Bochum 1848 ,Germany,Medio Izquierdo|Extremo Izquierdo,29,Bueno,Danny Blum
Kayserispor ,Brazil,Medio Centro Defensivo|Medio Centro,28,Bueno,Gustavo Campanharo
LA Galaxy ,Costa Rica,Defensa Central,32,Bueno,Giancarlo González
Alanyaspor ,Greece,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,27,Bueno,Anastasios Bakasetas
Eintracht Frankfurt ,Spain,Medio Centro Defensivo|Medio Centro,26,Bueno,Lucas Torró
Reading ,Ghana,Carrilero Derecho|Lateral Derecho|Extremo Derecho,28,Bueno,Andy Yiadom
Vitesse ,Morocco,Medio Derecho|Extremo Derecho,26,Bueno,Oussama Tannane
Stade Brestois 29 ,France,Defensa Central,27,Bueno,Denys Bain
Universidad Católica ,Argentina,Portero,33,Bueno,Matías Dituro
Eintracht Frankfurt ,Germany,Lateral Derecho|LB|Medio Derecho,28,Bueno,Erik Durm
Club Tijuana ,Ecuador,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,30,Bueno,Miler Bolaños
Newcastle United ,Sweden,Lateral Derecho,25,Bueno,Emil Krafth
KRC Genk ,Finland,LB,26,Bueno,Jere Uronen
Tigres U.A.N.L. ,Mexico,Medio Derecho,27,Bueno,Jürgen Damm
Club Atlético Talleres ,Argentina,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,27,Bueno,Franco Fragapane
FC Dallas ,United States,Defensa Central,30,Bueno,Matt Hedges
West Bromwich Albion ,Republic of Ireland,Delantero Centro|Medio Izquierdo|Extremo Izquierdo,25,Bueno,Callum Robinson
Stade de Reims ,France,Medio Centro Ofensivo,29,Bueno,Tristan Dingomé
Çaykur Rizespor ,Ukraine,Lateral Derecho|Medio Derecho,32,Bueno,Mykola Morozyuk
Trabzonspor ,Portugal,Lateral Derecho,36,Bueno,João Pereira
SD Eibar ,Spain,LB|Defensa Central,29,Bueno,Bigas
FC Lorient ,France,Portero,26,Bueno,Paul Nardi
Empoli ,Italy,Medio Centro Ofensivo|Extremo Derecho,26,Bueno,Amato Ciciretti
Lazio ,Spain,Lateral Derecho|Defensa Central|Medio Derecho,27,Bueno,Patric
Göztepe SK ,Gabon,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,27,Bueno,André Poko
Club Olimpia ,Paraguay,Delantero Centro|Extremo Izquierdo,27,Bueno,Brian Montenegro
SV Werder Bremen ,Greece,Portero,26,Bueno,Stefanos Kapino
Hamburger SV ,Spain,Medio Derecho|Medio Izquierdo,27,Bueno,Jairo
Parma ,Uruguay,Medio Centro Defensivo|Medio Centro,27,Bueno,Gaston Brugman
Monarcas Morelia ,Uruguay,Portero,33,Bueno,Sebastián Sosa
San Jose Earthquakes ,Georgia,Medio Izquierdo|Medio Centro Ofensivo,27,Bueno,Vako
Hamburger SV ,Brazil,Defensa Central,31,Bueno,Ewerton
Yokohama F·Marinos ,Brazil,Delantero Centro|Extremo Derecho|Extremo Izquierdo,29,Bueno,Edigar Junio
Club Libertad ,Paraguay,Lateral Derecho|LB,31,Bueno,Iván Piris
Amiens SC ,France,Defensa Central,26,Bueno,Prince-Désir Gouano
LA Galaxy ,Serbia,Medio Derecho|Medio Izquierdo,29,Bueno,Aleksandar Katai
Elche CF ,Spain,Medio Derecho|Medio Izquierdo,27,Bueno,Iván Sánchez
Al Taawoun ,Brazil,LB|Medio Izquierdo,34,Bueno,Nildo Petrolina
1. FC Köln ,Germany,Defensa Central,29,Bueno,Toni Leistner
Spartak Moscow ,Paraguay,LB|Extremo Derecho,29,Bueno,Lorenzo Melgarejo
Panathinaikos FC ,Norway,Medio Centro|Medio Centro Ofensivo,25,Bueno,Ghayas Zahid
R. Valladolid CF ,Spain,Medio Derecho|Medio Izquierdo,27,Bueno,Hervías
Cardiff City ,England,Medio Centro Defensivo|Medio Centro,26,Bueno,Joe Ralls
Rio Ave FC ,Portugal,Lateral Derecho,29,Bueno,Diogo Figueiras
Royal Antwerp FC ,Belgium,Defensa Central,27,Bueno,Dino Arslanagic
Elche CF ,Spain,Portero,28,Bueno,Edgar Badía
Vitesse ,Belgium,Medio Derecho|Medio Izquierdo,23,Bueno,Charly Musonda
Fútbol Club Juárez ,Paraguay,Delantero Centro,30,Bueno,Darío Lezcano
Norwich City ,Germany,Medio Centro Defensivo,27,Bueno,Tom Trybull
Dinamo Zagreb ,Austria,Lateral Derecho|Defensa Central|Medio Centro Defensivo,29,Bueno,Emir Dilaver
Torino ,Ivory Coast,Defensa Central,27,Bueno,Koffi Djidji
Universidad Católica ,Chile,Defensa Central|Medio Centro Defensivo|Medio Centro,34,Bueno,Francisco Silva
Free Agents ,Egypt,Portero,29,Bueno,Ahmed El Shenawy
1. FC Union Berlin ,Germany,Defensa Central,29,Bueno,Florian Hübner
Benevento ,Germany,Medio Derecho|Medio Izquierdo|Media Punta,30,Bueno,Oliver Kragl
Free Agents ,South Africa,Medio Centro Defensivo|Medio Centro,30,Bueno,Thulani Serero
Granada CF ,Spain,LB,29,Bueno,Álex Martínez
Cruz Azul ,Uruguay,Medio Izquierdo|Medio Centro|Medio Centro Ofensivo,28,Bueno,Pablo Ceppelini
Aston Villa ,Spain,Medio Derecho|Extremo Derecho,29,Bueno,Jota
Celtic ,Scotland,Delantero Centro,29,Bueno,Leigh Griffiths
Brescia ,Italy,Medio Centro|Medio Centro Ofensivo,26,Bueno,Dimitri Bisoli
Genoa ,Italy,Medio Centro,27,Bueno,Stefano Sturaro
Fortuna Düsseldorf ,United States,Medio Centro Defensivo|Medio Centro,30,Bueno,Alfredo Morales
Club Nacional de Football ,Panama,Portero,29,Bueno,Luis Mejía
1. FC Nürnberg ,Germany,Defensa Central|Medio Centro Defensivo|Medio Centro,26,Bueno,Johannes Geis
Norwich City ,Germany,Medio Izquierdo,27,Bueno,Onel Hernández
Independiente ,Argentina,LB|Medio Centro,30,Bueno,Juan Sánchez Miño
FC Nantes ,Belgium,Medio Derecho|Medio Izquierdo,26,Bueno,Anthony Limbombe
Hellas Verona ,France,Medio Centro Ofensivo|Media Punta|Extremo Izquierdo,28,Bueno,Valentin Eysseric
KRC Genk ,Norway,Medio Izquierdo|Medio Centro Ofensivo,25,Bueno,Mats Møller Dæhli
Al Nassr ,Nigeria,Delantero Centro|Medio Izquierdo,27,Bueno,Ahmed Musa
Norwich City ,Scotland,Medio Centro Defensivo|Medio Centro Ofensivo,28,Bueno,Kenny McLean
Frosinone ,Italy,Delantero Centro|Medio Centro Ofensivo|Media Punta,30,Bueno,Camillo Ciano
Al Fateh ,Denmark,Delantero Centro|Medio Izquierdo,29,Bueno,Bashkim Kadrii
Lech Poznan ,Denmark,Delantero Centro,30,Bueno,Christian Gytkjær
Yeni Malatyaspor ,Ghana,Medio Centro Defensivo|Medio Centro,28,Bueno,Afriyie Acquah
Bologna ,Czech Republic,LB|Medio Izquierdo|Extremo Izquierdo,28,Bueno,Ladislav Krejcí
Deportivo Toluca ,Brazil,Medio Izquierdo,32,Bueno,Diego Rigonato
Udinese ,Poland,Delantero Centro,29,Bueno,Lukasz Teodorczyk
Norwich City ,Germany,Medio Centro Defensivo|Medio Centro,27,Bueno,Moritz Leitner
Alanyaspor ,Portugal,Portero,33,Bueno,Marafona
Vitória Guimarães ,Ghana,Medio Centro Defensivo,28,Bueno,Alhassan Wakaso
Club Atlético Lanús ,Argentina,Defensa Central,31,Bueno,Guillermo Burdisso
Huddersfield Town ,Germany,Defensa Central,30,Bueno,Christopher Schindler
Jeonbuk Hyundai Motors ,Korea Republic,Lateral Derecho,33,Bueno,Lee Yong
Sporting Kansas City ,United States,Portero,34,Bueno,Tim Melia
Burnley ,England,Defensa Central,27,Bueno,Ben Gibson
Fulham ,Jamaica,Defensa Central,28,Bueno,Michael Hector
CD Everton de Viña del Mar ,Argentina,Medio Izquierdo|Extremo Derecho|Extremo Izquierdo,32,Bueno,Juan Ezequiel Cuevas
VfL Wolfsburg ,Austria,Portero,32,Bueno,Pavao Pervan
Rangers FC ,England,Defensa Central,27,Bueno,Connor Goldson
FC Basel 1893 ,lbania,Defensa Central|Medio Centro Defensivo|Medio Centro,29,Bueno,Taulant Xhaka
Norwich City ,Switzerland,Defensa Central,32,Bueno,Timm Klose
New York Red Bulls ,Germany,Medio Centro Defensivo|Medio Centro,30,Bueno,Marc Rzatkowski
Angers SCO ,Ivory Coast,Carrilero Derecho|Lateral Derecho|LB|Extremo Derecho,30,Bueno,Abdoulaye Bamba
Cádiz CF ,Spain,Medio Centro Defensivo|Medio Centro Ofensivo,27,Bueno,Álex Fernández
Football Club de Metz ,France,Medio Centro Defensivo|Medio Centro,29,Bueno,Vincent Pajot
Atlético Tucumán ,Argentina,Delantero Centro,34,Bueno,Javier Toledo
Club Libertad ,Uruguay,Portero,37,Bueno,Martín Silva
Norwich City ,Switzerland,Delantero Centro|Medio Derecho,27,Bueno,Josip Drmic
R. Zaragoza ,Spain,Defensa Central,30,Bueno,Guitián
RCD Mallorca ,Spain,Medio Derecho|Medio Izquierdo|Medio Centro,32,Bueno,Dani Rodríguez
RC Strasbourg Alsace ,Ghana,Delantero Centro|Medio Derecho,28,Bueno,Majeed Waris
Stade Brestois 29 ,France,Medio Izquierdo|Medio Centro Ofensivo,29,Bueno,Mathias Autret
Burnley ,Czech Republic,Medio Centro Ofensivo,28,Bueno,Matej Vydra
CD Leganés ,Spain,Delantero Centro,30,Bueno,Guerrero
1. FC Köln ,Germany,Medio Centro Defensivo|Medio Centro,30,Bueno,Marco Höger
Gazisehir Gaziantep Futbol Kulübü ,Senegal,Defensa Central,31,Bueno,Papy Djilobodji
CD Mirandés ,Italy,Medio Centro Defensivo|Medio Centro,27,Bueno,Lorenzo Crisetig
FC Sion ,Switzerland,Delantero Centro|Medio Derecho|Medio Centro Ofensivo,28,Bueno,Pajtim Kasami
Lecce ,Italy,Carrilero Derecho|Lateral Derecho|Extremo Derecho,30,Bueno,Giulio Donati
AS Saint-Étienne ,Brazil,LB|Carrilero Izquierdo|Extremo Izquierdo,29,Bueno,Gabriel Silva
Lecce ,Senegal,Delantero Centro,27,Bueno,Khouma Babacar
Cardiff City ,England,Medio Centro Defensivo|Medio Centro,29,Bueno,Marlon Pack
Portimonense SC ,Colombia,Delantero Centro,33,Bueno,Jackson Martínez
West Bromwich Albion ,England,Delantero Centro,31,Bueno,Charlie Austin
Shandong Luneng TaiShan FC ,Brazil,Medio Centro Defensivo|Medio Centro|Medio Centro Ofensivo,32,Bueno,Moisés
UD Almería ,Serbia,Defensa Central|Medio Centro Defensivo,31,Bueno,Radosav Petrovic
Hertha BSC ,Australia,Medio Derecho|Medio Izquierdo,29,Bueno,Mathew Leckie
SD Huesca ,Japan,Delantero Centro|Medio Centro Ofensivo,34,Bueno,Shinji Okazaki
Burnley ,Republic of Ireland,Defensa Central,29,Bueno,Kevin Long
Tianjin Tianhai FC ,Brazil,Medio Izquierdo|Extremo Izquierdo,33,Bueno,Leonardo
Fenerbahçe SK ,Turkey,Medio Derecho|Medio Izquierdo|Medio Centro Ofensivo,29,Bueno,Alper Potuk
Stoke City ,England,LB|Medio Centro|Extremo Izquierdo,29,Bueno,Sam Clucas
Millwall ,England,Defensa Central,29,Bueno,Shaun Hutchinson
Montpellier Hérault SC ,France,Carrilero Derecho|Lateral Derecho|Extremo Derecho,28,Bueno,Arnaud Souquet
